Bedroom,Bathroom,Property Size,Ad List,Facilities,Building Name,Developer,Tenure Type,Address,Completion Year,# of Floors,Total Units,Property Type,Parking Lot,Floor Range,Land Title,Firm Type,Firm Number,REN Number,Park,School,price
3.0,2.0,891.0,103780231,"Playground, Gymnasium, Parking, Swimming Pool, Multipurpose hall",Gravit8,Mitraland Group,Freehold,"Kota Bayuemas, Klang South, Port Klang, Selangor",2018.0,20.0,280.0,Service Residence,2.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Cricket Pitch, Kampung Pendamar
Park at Taman Kampung Pendamar, Klang Municipal Council
Park at Botanik Walk Park, Bandar Botanic",Vikas International School,488000
3.0,2.0,750.0,103353479,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Desa Sentosa,Ideal Property Group,Leasehold,"Jalan Taman Sentosa, Bangi, Selangor",2014.0,20.0,462.0,Apartment,1.0,Low,Bumi Lot,E,11697,REN 03854,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,195000
2.0,1.0,550.0,103780224,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Desa Ixora,Ideal Property Group,Leasehold,"Solok Angsana, Ayer Itam, Penang",2014.0,20.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 62776,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,148000
3.0,2.0,720.0,102778353,"Parking, Lift",Desa Delima,Ideal Property Group,Leasehold,"Lorong Semarak Api Dua, Bandar Baru Farlim, Ayer Itam, Penang",1992.0,17.0,3.0,Apartment,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,220000
3.0,2.0,1131.0,101515637,"Minimart, Tennis Court, Barbeque area, Security, Swimming Pool, Gymnasium, Parking, Playground, Lift, Jogging Track",Sri Jelatek,Ideal Property Group,Leasehold,"Jalan 4/27E, Seksyen 10, Wangsa Maju, Kuala Lumpur",2014.0,6.0,180.0,Condominium,1.0,Low,Non Bumi Lot,E,10294,REN 09980,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia","SK Wangsa Maju Zon R10
SMK Taman Seri Rampai
Sekolah Kebangsaan Taman Setiawangsa",400000
2.0,3.0,1708.0,102898118,"Swimming Pool, Parking, Gymnasium, Security",Southbay Plaza @ Southbay City,Mah Sing Group Berhad,Freehold,"Southbay City, Jalan Permatang Damar Laut, Batu Maung, Bayan Lepas, Penang",2013.0,30.0,462.0,Service Residence,3.0,Medium,Non Bumi Lot,E,11924,REN 37274,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,940000
3.0,2.0,700.0,102898823,"Parking, Security, Lift",Sri Ivory (Sri Ivori) Apartment,Ideal Property Group,Leasehold,"Solok Angsana, Bandar Baru Farlim, Ayer Itam, Penang",2014.0,25.0,462.0,Apartment,1.0,Medium,Non Bumi Lot,E,11924,REN 37274,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,250000
3.0,1.0,650.0,103643911,"Parking, Security",Siantan Apartment,Ideal Property Group,Leasehold,"Jalan Putra Perdana 3A, Puchong, Selangor",2014.0,20.0,462.0,Apartment,1.0,Low,Bumi Lot,E,05723,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia","Sekolah Menengah Kebangsaan Putra Perdana
SRA Taman Putra Perdana Malaysia
Sekolah Kebangsaan Taman Putra Perdana",138000
4.0,4.0,960.0,103060543,"Parking, Playground, Security, Lift",Sri Astana,Ideal Property Group,Leasehold,"Jalan Sungai Tua, Kampung Dato Haji Abdul Karim, Batu Caves, Selangor",2014.0,10.0,372.0,Apartment,1.0,Medium,Bumi Lot,E,11440,REN 31782,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia","Sekolah Menengah Kebangsaan Taman Selayang
Sekolah Menengah Kebangsaan Seri Selayang
Sekolah Kebangsaan (2) Taman Selayang
Sekolah Kebangsaan (1) Taman Selayang",350000
4.0,2.0,847.0,103033446,"Playground, Multipurpose hall, Security, Swimming Pool, Parking, Lift, Club house",Intana Ria,Ideal Property Group,Leasehold,"Off Jalan 7/1, Seksyen 7, Bandar Baru Bangi, Bangi, Selangor",2014.0,20.0,462.0,Apartment,1.0,Medium,Bumi Lot,E,11440,REN 31782,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,270000
3.0,2.0,1204.0,103780196,"Swimming Pool, Jogging Track, Security, Playground, Barbeque area, Parking, Gymnasium, Sauna",Larkin Residence Phase 2,Ideal Property Group,Leasehold,"LARKIN RESIDENCE 2, Johor Bahru, Johor",2021.0,5.0,320.0,Apartment,1.0,Medium,Non Bumi Lot,E,11197,REN 20711,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,405000
2.0,2.0,783.0,103780191,"Parking, Security, Lift, Swimming Pool, Gymnasium, Minimart",Windmill upon Hills,Windmill upon Hills,Freehold,"Jalan Permai Genting, Permain Avenue, Genting Highlands, Pahang",2014.0,20.0,462.0,Service Residence,1.0,High,Non Bumi Lot,E,31936,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,650000
2.0,1.0,550.0,103780190,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Seksyen 10 Wangsa Maju,Ideal Property Group,Leasehold,"Seksyen 10, Wangsa Maju, Kuala Lumpur",2014.0,20.0,462.0,Flat,1.0,Low,Bumi Lot,VE,10134,REN 22215,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia","SMK Seksyen 5 Wangsa Maju
Fairview International School
SK Wangsa Maju Zon R10",250000
1.0,1.0,727.0,103780189,"Multipurpose hall, Parking, Security, Gymnasium, Sauna, Swimming Pool, Squash Court, Lift, Playground",SkyLuxe On The Park,SkyWorld Development Sdn Bhd,Freehold,"Jalan Jalil Perkasa 1, Bukit Jalil, Kuala Lumpur",2020.0,44.0,477.0,Service Residence,1.0,Medium,Non Bumi Lot,E,11584,REN 22963,"Taman Rekreasi Bukit Jalil, Bukit Jalil, Kuala Lumpur, Malaysia
Park at Bukit Jalil City, Bukit Jalil, Kuala Lumpur, Malaysia
Jalil Sutera Park, Bukit Jalil, Kuala Lumpur, Malaysia
Park 2 at Bukit Jalil, Kuala Lumpur, Malaysia
Park at Sri Rakyat Apartment, Bukit Jalil, Kuala Lumpur, Malaysia",SJK(C) Lai Meng,850000
3.0,2.0,1082.0,102948277,"Security, Swimming Pool, Multipurpose hall, Parking, Lift, Playground, Minimart",Alami Residensi,Worlwide Holdings,Leasehold,"Jalan Akuatik, Seksyen 13, Shah Alam, Selangor",2014.0,17.0,444.0,Service Residence,2.0,Medium,Bumi Lot,E,31687,REN 20415,"Park at D Kayangan Park, Section 13
Park at Kelab Darul Ehsan, Shah Alam
Park at Section 21, Shah Alam",Vikas International School,439000
3.0,2.0,926.0,102947985,"Squash Court, Parking, Swimming Pool, Gymnasium, Jogging Track, Minimart, Playground, Security, Lift",Taman Bukit Pelangi (Shah Alam),Asia Kreatif Sdn. Bhd.,Leasehold,"Taman Bukit Pelangi, Shah Alam, Selangor",2014.0,14.0,340.0,Apartment,1.0,Medium,Bumi Lot,E,31687,REN 20415,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,285000
3.0,2.0,1288.0,103448724,"Playground, Gymnasium, Jogging Track, Barbeque area, Multipurpose hall, Swimming Pool, Security",Ivory Residence,TLS Group,Freehold,"Jalan Mutiara 2, Mutiara Heights, Kajang, Selangor",2015.0,21.0,455.0,Condominium,1.0,Medium,Non Bumi Lot,E,31997,PEA 3474,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,330000
3.0,2.0,800.0,103269148,"Security, Playground, Swimming Pool, Parking",Medan Putra Condominium,Sri Melinger Sdn Bhd,Leasehold,"Jalan 2/62d, Bandar Sri Menjalara, Bandar Menjalara, Kuala Lumpur",2014.0,13.0,462.0,Condominium,1.0,Medium,Non Bumi Lot,E,31997,PEA 3474,"Desa Jaya Family Recreational Park, Taman Ehsan, Selayang Municipal Council, Gombak, Selangor, Malaysia
Park 2 at Taman Desa Jaya, Selayang Municipal Council, Gombak, Selangor, Malaysia
Kid's Plaground & Family Park, Taman Desa Jaya, Selayang Municipal Council, Gombak, Selangor, Malaysia
Park 1 at Taman Daya, Selayang Municipal Council, Gombak, Selangor, Malaysia
Park 1 at Taman Desa Jaya, Selayang Municipal Council, Gombak, Selangor, Malaysia
Taman Desa Jaya Residential Park, Taman Desa Jaya, Selayang Municipal Council, Gombak, Selangor, Malaysia
Park 1 at Taman Ehsan, Selayang Municipal Council, Gombak, Selangor, Malaysia
Park4 at Taman Ehsan, Selayang Municipal Council, Gombak, Selangor, Malaysia
Park 2 at Taman Daya, Selayang Municipal Council, Gombak, Selangor, Malaysia
Taman Ehsan Park, Taman Ehsan, Selayang Municipal Council, Gombak, Selangor, 52100, Malaysia
Park 3 at Taman Ehsan, Selayang Municipal Council, Gombak, Selangor, Malaysia","SJK (C) Kepong 2
SJK (C) Kepong 1",280000
2.0,2.0,816.0,102966001,"Playground, Sauna, Security, Swimming Pool, Barbeque area, Multipurpose hall, Gymnasium",KU Suites,Paramount Property,Freehold,"Jalan Bukit Kemuning, Off Jalan Kemuning Prima, Kemuning Utama, Shah Alam, Selangor",2015.0,18.0,238.0,Service Residence,2.0,Medium,Non Bumi Lot,E,31997,PEA 3474,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia","Sekolah Menengah Kebangsaan Taman Sri Muda
Sekolah Jenis Kebangsaan (T) Ladang Emerald",365000
3.0,2.0,1200.0,103248220,"Parking, Swimming Pool, Minimart, Gymnasium, Security, Playground",Menara Alpha,Ideal Property Group,Leasehold,"Jalan 4/27A, Wangsa Maju, Kuala Lumpur",2014.0,18.0,462.0,Condominium,1.0,Medium,Non Bumi Lot,E,31997,PEA 3474,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia","SMK Wangsa Maju Seksyen 2
SK Wangsa Maju Seksyen 2
Wangsa Jaya Primary School
Madrasah Al-Faaiziin Taman Desa Setapak
SK Desa Setapak
SRA As-Saadah
SRA Al-Muttaqin
SK Wangsa Melawati
SK Wangsa Maju Seksyen 1
SMK Wangsa Melawati
SMK Zon R1 Wangsa Maju",330000
3.0,2.0,883.0,103187574,"Playground, Gymnasium, Sauna, Security, Swimming Pool, Barbeque area, Parking, Jogging Track, Multipurpose hall",CitiZen,Binastra Land Sdn. Bhd.,Freehold,"Jalan Klang Lama, Old Klang Road, Kuala Lumpur",2019.0,37.0,711.0,Service Residence,1.0,Medium,Non Bumi Lot,E,31997,PEA 3474,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,550000
3.0,2.0,811.0,103141530,"Security, Minimart, Playground, Barbeque area, Parking",SD Apartments,Land & General Berhad,Freehold,"Persiaran Meranti, PJU 9, Bandar Sri Damansara, Selangor",1996.0,4.0,368.0,Condominium,1.0,Medium,Non Bumi Lot,E,31997,PEA 3474,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,290000
3.0,2.0,800.0,100267379,"Playground, Security","Apartment Kekwa, Jalan Kekwa 4A, Bukit Beruntung",Ideal Property Group,Freehold,"Apartment Kekwa, Jalan Kekwa 4A, Bukit Beruntung, Rawang, Bukit Beruntung, Selangor",2014.0,20.0,462.0,Apartment,1.0,High,Non Bumi Lot,E,31936,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,115000
3.0,3.0,1093.0,103110513,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",KSL Residences @ Daya,KSL Holdings Bhd,Freehold,"Jalan Daya, Johor Bahru, Johor",2014.0,20.0,462.0,Service Residence,1.0,Medium,Non Bumi Lot,E,01777,REN 22963,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,428000
3.0,2.0,782.0,103131323,"Gymnasium, Minimart, Tennis Court, Squash Court, Playground, Swimming Pool, Barbeque area, Club house, Security",Dahlia Apartment (Ampang),Ideal Property Group,Leasehold,"Jalan Pandan Indah 24, Ampang, Kuala Lumpur",2014.0,5.0,462.0,Apartment,1.0,Low,Non Bumi Lot,E,11670,REN 22963,"Park at Taman Bakti, Pandan Indah, Ampang, Ampang Jaya Municipal Council, Hulu Langat, Selangor, Malaysia
Padang Perbandaran Ampang Jaya, Taman Pandan Jaya, Pandan Indah, Ampang, Ampang Jaya Municipal Council, Hulu Langat, Selangor, 55100, Malaysia
Park 1 at Taman Muda, Pandan Indah, Ampang, Ampang Jaya Municipal Council, Hulu Langat, Selangor, Malaysia
Park at Taman Cempaka, Pandan Indah, Ampang, Ampang Jaya Municipal Council, Hulu Langat, Selangor, Malaysia
Taman Pandan Jaya, Pandan Indah, Ampang, Ampang Jaya Municipal Council, Hulu Langat, Selangor, Malaysia",Vikas International School,270000
3.0,2.0,1068.0,103668823,"Minimart, Gymnasium, Barbeque area, Parking, Security, Swimming Pool, Playground, Lift, Club house, Multipurpose hall, Squash Court",Desa Impiana,Mitrajaya,Freehold,"Taman Puchong Prima, Puchong, Selangor",2007.0,14.0,702.0,Condominium,1.0,High,Non Bumi Lot,E,31687,REN 20415,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,360000
4.0,2.0,1353.0,103342169,"Playground, Sauna, Parking, Swimming Pool, Gymnasium, Security, Barbeque area, Lift, Minimart, Multipurpose hall, Club house, Jogging Track, Squash Court",Mutiara Austin,Ideal Property Group,Freehold,"Jalan Mutiara Emas, Mount Austin, Johor Bahru, Johor",2026.0,20.0,462.0,Apartment,2.0,Medium,Bumi Lot,E,13935,REN 55068,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,330000
3.0,2.0,1221.0,102969909,"Parking, Security, Lift, Swimming Pool, Playground, Gymnasium, Sauna, Barbeque area, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court, Squash Court",Koi Kinrara,Lingkaran Naga,Freehold,"Jalan Pipit, Puchong, Selangor",2012.0,20.0,1000.0,Condominium,1.0,Medium,Non Bumi Lot,E,11584,REN 57036,"Park at Koi Kinrara, Bukit Tandang
Park at Taman Mawar, Bukit Tandang
Park at PJS 2, Sungai Way
Park 1 at PJS 6, Sungai Way","Sekolah Menengah Kebangsaan Bandar Sunway
Sekolah Kebangsaan Bandar Sunway
Sekolah Jenis Kebangsaan (T) Seaport
Sekolah Kebangsaan Puchong Jaya 2
Kafa Integrasi Nahdatul Islamiah
Sekolah Menengah Kebangsaan Bandar Puchong Jaya (A)
Sekolah KAFA Integrasi An-Najah",420000
4.0,2.0,1300.0,103342520,"Playground, Sauna, Parking, Swimming Pool, Gymnasium, Security, Barbeque area, Lift, Minimart, Multipurpose hall, Club house, Jogging Track, Tennis Court",Mutiara Austin,Ideal Property Group,Leasehold,"Jalan Mutiara Emas, Mount Austin, Johor Bahru, Johor",2026.0,20.0,462.0,Apartment,2.0,Medium,Bumi Lot,E,13935,REN 55068,"Park at Taman Halimahton, Seputeh, Kuala Lumpur, Malaysia
Park at Seputeh, Kuala Lumpur, 50614, Malaysia
Park 2 at Seputeh, Kuala Lumpur, Malaysia
Park at Taman Desa, Kuala Lumpur, 58100, Malaysia
Pantai Eco Park, Pantai Dalam, Kuala Lumpur, Malaysia
Park 3 at Taman Desa, Kuala Lumpur, Malaysia
Park 2 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 1 at Seputeh, Kuala Lumpur, 58100, Malaysia
Park 3 at Seputeh, Kuala Lumpur, 58100, Malaysia",Vikas International School,300000
